"place","date","lfs_event","protocols_used"
"Sydney",2013-09-07,1,"Salimi2016"
"Sydney",2013-09-10,1,"Salimi2016"
"Sydney",2013-10-13,1,"Salimi2016"
"Sydney",2013-10-17,1,"Salimi2016"
"Sydney",2013-10-18,1,"Salimi2016"
"Sydney",2013-10-19,1,"Salimi2016"
"Sydney",2013-10-20,1,"Salimi2016"
"Sydney",2013-10-21,1,"Salimi2016"
"Sydney",2013-10-22,1,"Salimi2016"
"Sydney",2013-10-23,1,"Salimi2016"
"Sydney",2013-10-25,1,"Salimi2016"
"Sydney",2013-10-27,1,"Salimi2016"
"Sydney",2013-10-29,1,"Salimi2016"
"Sydney",2013-11-02,1,"Salimi2016"
"Sydney",2013-11-03,1,"Salimi2016"
"Sydney",2013-11-07,1,"Salimi2016"
"Sydney",2013-11-08,1,"Salimi2016"
"Sydney",2013-12-21,1,"Salimi2016"
"Sydney",2013-12-22,1,"Salimi2016"
"Sydney",2013-12-23,1,"Salimi2016"
"Sydney",2013-12-29,1,"Salimi2016"
"Sydney",2014-10-05,1,"Salimi2016"
"Sydney",2015-08-21,1,"Salimi2016"
"Sydney",2015-10-10,1,"Salimi2016"
"Sydney",2016-05-01,1,"Bare Minimum"
"Sydney",2016-05-02,1,"Bare Minimum"
"Sydney",2016-05-03,1,"Bare Minimum"
"Sydney",2016-05-04,1,"Bare Minimum"
"Sydney",2016-05-05,1,"Bare Minimum"
"Sydney",2016-05-06,1,"Bare Minimum"
"Sydney",2016-05-07,1,"Bare Minimum, Salimi2016"
"Sydney",2016-05-08,1,"Bare Minimum"
"Sydney",2016-05-09,1,"Bare Minimum"
"Sydney",2016-05-10,1,"Bare Minimum"
"Sydney",2016-05-11,1,"Bare Minimum"
"Sydney",2016-05-12,1,"Bare Minimum"
"Sydney",2016-05-13,1,"Bare Minimum"
"Sydney",2016-05-14,1,"Bare Minimum"
"Sydney",2016-05-15,1,"Bare Minimum"
"Sydney",2016-05-16,1,"Bare Minimum"
"Sydney",2016-05-17,1,"Bare Minimum"
"Sydney",2016-05-18,1,"Bare Minimum"
"Sydney",2016-05-19,1,"Bare Minimum, Salimi2016"
"Sydney",2016-05-20,1,"Bare Minimum, Salimi2016"
"Sydney",2016-05-21,1,"Bare Minimum, Salimi2016"
"Sydney",2016-05-22,1,"Bare Minimum, Salimi2016"
"Sydney",2016-05-23,1,"Bare Minimum"
"Sydney",2016-05-24,1,"Bare Minimum"
"Sydney",2016-05-25,1,"Bare Minimum"
"Sydney",2016-05-26,1,"Bare Minimum"
"Sydney",2016-05-27,1,"Bare Minimum"
"Sydney",2016-05-28,1,"Bare Minimum"
"Sydney",2016-05-29,1,"Bare Minimum"
"Sydney",2016-05-30,1,"Bare Minimum"
"Sydney",2016-05-31,1,"Bare Minimum"
"Sydney",2017-08-14,1,"Salimi2016"
"Sydney",2017-08-26,1,"Salimi2016"
"Sydney",2017-09-02,1,"Salimi2016"
"Sydney",2017-09-03,1,"Salimi2016"
"Sydney",2017-09-11,1,"Salimi2016"
"Sydney",2018-04-25,1,"Salimi2016"
"Sydney",2018-05-06,1,"Salimi2016"
"Sydney",2018-05-07,1,"Salimi2016"
"Sydney",2018-05-09,1,"Salimi2016"
"Sydney",2018-05-10,1,"Salimi2016"
"Sydney",2018-05-28,1,"Salimi2016"
"Sydney",2018-11-22,1,"Salimi2016"
"Sydney",2019-01-27,1,"Salimi2016"
"Sydney",2019-04-28,1,"Salimi2016"
"Sydney",2019-05-21,1,"Salimi2016"
"Sydney",2019-05-22,1,"Salimi2016"
"Sydney",2019-05-23,1,"Salimi2016"
"Sydney",2019-05-24,1,"Salimi2016"
"Sydney",2019-08-14,1,"Salimi2016"
"Sydney",2019-10-31,1,"Salimi2016"
"Sydney",2019-11-01,1,"Salimi2016"
"Sydney",2019-11-11,1,"Salimi2016"
"Sydney",2019-11-14,1,"Salimi2016"
"Sydney",2019-11-18,1,"Salimi2016"
"Sydney",2019-11-19,1,"Salimi2016"
"Sydney",2019-11-21,1,"Salimi2016"
"Sydney",2019-11-22,1,"Salimi2016"
"Sydney",2019-11-25,1,"Salimi2016"
"Sydney",2019-11-28,1,"Salimi2016"
"Sydney",2019-11-29,1,"Salimi2016"
"Sydney",2019-11-30,1,"Salimi2016"
"Sydney",2019-12-01,1,"Salimi2016"
"Sydney",2019-12-02,1,"Salimi2016"
"Sydney",2019-12-03,1,"Salimi2016"
"Sydney",2019-12-04,1,"Salimi2016"
"Sydney",2019-12-05,1,"Salimi2016"
"Sydney",2019-12-06,1,"Salimi2016"
"Sydney",2019-12-07,1,"Salimi2016"
"Sydney",2019-12-09,1,"Salimi2016"
"Sydney",2019-12-10,1,"Salimi2016"
"Sydney",2019-12-11,1,"Salimi2016"
"Sydney",2019-12-12,1,"Salimi2016"
"Sydney",2019-12-14,1,"Salimi2016"
"Sydney",2019-12-15,1,"Salimi2016"
"Sydney",2019-12-16,1,"Salimi2016"
"Sydney",2019-12-18,1,"Salimi2016"
"Sydney",2019-12-19,1,"Salimi2016"
"Sydney",2019-12-20,1,"Salimi2016"
"Sydney",2019-12-21,1,"Salimi2016"
"Sydney",2019-12-22,1,"Salimi2016"
"Sydney",2019-12-25,1,"Salimi2016"
"Sydney",2019-12-28,1,"Salimi2016"
"Sydney",2019-12-29,1,"Salimi2016"
"Sydney",2019-12-31,1,"Salimi2016"
"Sydney",2020-01-01,1,"Salimi2016"
"Sydney",2020-01-02,1,"Salimi2016"
"Sydney",2020-01-03,1,"Salimi2016"
"Sydney",2020-01-04,1,"Salimi2016"
"Sydney",2020-01-05,1,"Salimi2016"
"Sydney",2020-01-08,1,"Salimi2016"
"Sydney",2020-01-23,1,"Salimi2016"
"Sydney",2020-02-02,1,"Salimi2016"
"Sydney",2020-08-30,1,"Salimi2016"
